Nome: VITORIA
Codigo Estacao: A612
Latitude: -20.27083332
Longitude: -40.30583333
Altitude: 9
Situacao: Operante
Data Inicial: 2020-01-01
Data Final: 2023-03-31
Periodicidade da Medicao: Diaria

Data Medicao;PRECIPITACAO TOTAL, DIARIO (AUT)(mm);PRESSAO ATMOSFERICA MEDIA DIARIA (AUT)(mB);TEMPERATURA DO PONTO DE ORVALHO MEDIA DIARIA (AUT)(°C);TEMPERATURA MAXIMA, DIARIA (AUT)(°C);TEMPERATURA MEDIA, DIARIA (AUT)(°C);TEMPERATURA MINIMA, DIARIA (AUT)(°C);UMIDADE RELATIVA DO AR, MEDIA DIARIA (AUT)(%);UMIDADE RELATIVA DO AR, MINIMA DIARIA (AUT)(%);VENTO, RAJADA MAXIMA DIARIA (AUT)(m/s);VENTO, VELOCIDADE MEDIA DIARIA (AUT)(m/s);
2020-01-31;null;1013.377273;21.563636;35;28.904545;24.2;66.363636;42;8.5;2.172727;
2020-02-01;null;null;null;35.4;null;24;65.117647;41;8.5;null;
2020-02-02;0;1013.1;22.490476;34.6;null;23.2;76.142857;42;7.3;1.338095;
2020-02-03;null;null;null;34.4;null;24.8;71.0625;39;9.8;null;
2020-02-04;null;1014.142105;21.694737;33.9;null;22.7;71.263158;42;10;2.036842;
2020-02-05;null;null;null;null;null;null;null;48;9.5;null;
2020-02-06;null;1014.882609;22.869565;30.1;25.6;23.5;85.565217;61;4.6;1.008696;
2020-02-07;1.2;1013.766667;22.709524;30.4;null;23.1;86.095238;61;5.8;.92381;
2020-02-08;null;1013.709091;22.277273;30.5;25.904545;23;82.045455;56;7.6;1.177273;
2020-02-09;null;1012.87;22.375;35.4;null;22.5;74.95;44;10.8;1.79;
2020-02-10;null;1013.025;21.12;35.9;null;24.7;64.15;37;9.5;1.675;
2020-02-11;8;1013.604167;22.9;30.4;25.3625;24.6;87.083333;62;8.7;1.195833;
2020-02-12;5.4;1014.1625;22.045833;28.2;24.125;22.3;88.625;66;4.5;.8875;
2020-02-13;2.2;1014;22.613043;30.5;25.634783;23;84.26087;61;6;.965217;
2020-02-14;null;null;null;33.8;null;21.8;80.882353;39;8.2;null;
2020-02-15;null;1013.777273;22.509091;33.1;27.540909;22.8;76.318182;46;9.4;1.759091;
2020-02-16;0;1013.627273;22.809091;33.9;27.081818;23.2;79.045455;45;8.7;1.604545;
2020-02-17;0;1014.663636;22.304545;32.5;27.354545;22.9;75.409091;50;8.3;1.872727;
2020-02-18;0;1015.3;22.4375;32.9;27.504167;23.3;76.041667;45;9.8;1.795833;
2020-02-19;0;1013.025;22.470833;32.8;27.358333;23;76.583333;51;9.1;1.741667;
2020-02-20;.2;1011.541667;21.795833;34.2;28.008333;23.1;71.208333;39;10.6;2.095833;
2020-02-21;0;1010.5375;21.866667;36;28.670833;24.4;68.541667;40;8.7;2.258333;
2020-02-22;58.4;1011.85;22.4625;31.2;25.495833;21.9;84.208333;57;8;1.4125;
2020-02-23;3.6;1016.291304;19.891304;27.2;23.93913;21.8;78.782609;61;9.8;1.582609;
2020-02-24;.6;1016.120833;19.820833;29.8;25.545833;22.9;71.041667;56;5.6;1.108333;
2020-02-25;0;1013.641667;22.620833;31.7;26.758333;22.8;79.166667;55;7;1.295833;
2020-02-26;0;1009.670833;22.8625;35.3;28.833333;24.2;72.208333;45;10.2;1.9375;
2020-02-27;0;1010.2125;22.041667;34.6;27.35;25.6;73.375;48;9.2;1.808333;
2020-02-28;21.8;1015.317391;21.921739;25.2;23.473913;22.5;91.086957;78;8.8;1.013043;
2020-02-29;18;1015.608696;22.182609;29.6;24.943478;22.7;85.173913;64;6.2;1.047826;
2020-03-01;0;1014.025;22.625;32.3;26.0625;22.9;82.958333;51;7.7;1.304167;
2020-03-02;56;1014.1125;21.2;29.7;23.933333;20.9;85.708333;60;7.2;1.170833;
2020-03-03;.6;1013.083333;22.175;30.8;25.5625;22.1;82.5;57;5.7;.954167;
2020-03-04;1.4;1012.7375;23.325;31.6;26.366667;23.8;84.375;57;6;1.195833;
2020-03-05;14.2;1014.265217;21.034783;29;24.178261;21.7;83.652174;59;7.2;1.073913;
2020-03-06;null;1014.673684;19.531579;28;null;20.8;77.736842;54;10.3;1.194737;
2020-03-07;.4;1014.071429;19.6;26.6;null;21.3;84;58;6;.87619;
2020-03-08;null;1014.5;20.368421;29.7;null;20.3;85.052632;52;7.6;1.273684;
2020-03-09;null;1015.745833;21.204167;31.3;25.533333;21.9;78.958333;48;6.8;1.175;
2020-03-10;2.6;1015.454167;22.1125;30.5;25.2875;22.3;83.666667;55;8.2;1.2125;
2020-03-11;1;1014.583333;20.704167;30.5;25.833333;23;75;49;9.5;1.583333;
2020-03-12;5.2;1015.104545;22.322727;30;25.377273;22.2;83.818182;62;6.7;1.15;
2020-03-13;9.8;1015.834783;22.830435;29.6;25.473913;22.9;86.304348;64;6.1;1.008696;
2020-03-14;null;1016.431818;22.577273;30.8;25.927273;23;83.181818;55;6;1.259091;
2020-03-15;.4;1015.973913;21.808696;31.8;25.904348;21.9;80.130435;48;6.4;1.36087;
2020-03-16;0;1014.6;21.747826;32.6;26.365217;21;78;48;7.6;1.426087;
2020-03-17;0;1013.704167;22.15;33.1;26.7625;21.8;78.083333;45;8.8;1.291667;
2020-03-18;0;1013.86087;22.743478;30.4;26.108696;23.1;83.086957;61;6.8;1.017391;
2020-03-19;0;1011.03913;22.178261;33.7;26.865217;21.9;77.652174;45;9.1;1.591304;
2020-03-20;0;1007.195833;22.404167;36.5;28.433333;22.8;71.666667;40;6.9;1.5375;
2020-03-21;30;1009.026087;22.891304;28.6;25.269565;23.1;87.130435;71;7.3;1.178261;
2020-03-22;3;1013.722727;21.436364;28.5;25.127273;22.7;80.5;64;8;1.363636;
2020-03-23;4.4;1016.978261;19.473913;28.1;23.982609;21.4;77.173913;52;9.6;1.643478;
2020-03-24;.2;1017.004762;18.17619;29.2;null;21;69.809524;45;8.6;1.528571;
2020-03-25;null;null;null;28.4;null;19.4;81.8;52;6;null;
2020-03-26;null;null;null;null;null;null;84;52;6.4;null;
2020-03-27;null;null;null;29.5;null;null;74.333333;46;6.5;null;
2020-03-28;null;null;null;30.4;null;20.5;81.3125;49;7.2;null;
2020-03-29;null;1017.23;20.89;30.8;null;20.8;77.7;49;6.4;1.385;
2020-03-30;null;1015.195;21.34;30;null;21.3;76.75;54;6.1;1.565;
2020-03-31;null;null;null;null;null;23.8;86.066667;69;5.7;null;
2020-04-01;null;1014.473684;23.289474;29.1;null;24;89.789474;69;6.3;.773684;
2020-04-02;null;null;null;31.1;null;22.8;88.0625;63;7.1;null;
2020-04-03;null;1006.679167;22.641667;37.2;28.7875;23.6;72.958333;38;12.4;1.475;
2020-04-04;.8;1010.595833;18.891667;29.5;25.729167;23.7;67.458333;44;8.7;1.6875;
2020-04-05;0;1015.495455;18.940909;28.7;24.972727;22.8;69.636364;53;5.4;1.018182;
2020-04-06;null;1015.757895;20.484211;29.6;null;21.7;74.789474;58;7.7;1.684211;
2020-04-07;0;1012.25;21.0625;34.7;28.5375;23.6;65.875;41;7.7;1.466667;
2020-04-08;.8;1013.241667;21.045833;28.2;24.620833;23.2;81.041667;62;9.1;1.5125;
2020-04-09;9;1014.354167;19.329167;25.7;22.3125;20.2;84;62;6.6;.966667;
2020-04-10;.8;1014.7375;19.466667;27.3;23.079167;19.6;81.333333;57;4.6;.95;
2020-04-11;0;1014.471429;21.119048;27.8;null;21.2;84.47619;66;4.6;.938095;
2020-04-12;null;1016.408333;18.6375;27.9;24.166667;22.5;71.708333;56;9;1.6875;
2020-04-13;0;1017.233333;18.408333;26.5;23.829167;22.2;71.958333;61;6.3;1.145833;
2020-04-14;0;1014.404167;19.191667;28.9;24.116667;19.2;75.916667;49;6.1;1.208333;
2020-04-15;0;1012.929167;21.054167;32;25.5375;21;77.958333;49;7.5;1.225;
2020-04-16;0;1016.320833;21.908333;29.7;25.629167;21.8;80.75;64;7.3;1.275;
2020-04-17;0;1018.45;20.2375;28.7;25.266667;22.7;74.208333;58;10.7;1.670833;
2020-04-18;0;1019.482609;18.191304;28.9;24.913043;22.8;67;49;8.9;1.765217;
2020-04-19;null;1019.545;17.605;29.1;null;22;67.3;42;7.5;1.555;
2020-04-20;0;1018.025;17.820833;28.3;23.7;19.8;70.833333;49;5.7;1.1875;
2020-04-21;0;1016.752632;18.447368;29.3;null;21.7;68.157895;53;6.9;1.568421;
2020-04-22;null;null;null;null;null;18.5;75.846154;45;6.2;null;
2020-04-23;null;null;null;28.7;null;18.7;83.071429;50;6;null;
2020-04-24;null;null;null;28.7;null;null;78.1875;51;7.2;null;
2020-04-25;null;null;null;null;null;null;null;74;4.2;null;
2020-04-26;null;null;null;null;null;null;90.75;63;3.3;null;
2020-04-27;null;null;null;28.6;null;null;85.823529;46;7.1;null;
2020-04-28;null;null;null;null;null;null;87;56;3.7;null;
2020-04-29;null;null;null;null;null;null;90.8;57;4.6;null;
2020-04-30;null;null;null;null;null;null;null;67;3.6;null;
2020-05-01;null;null;null;null;null;null;94;69;3.3;null;
2020-05-02;null;null;null;32.9;null;null;89.133333;33;6;null;
2020-05-03;null;1015.813043;17.243478;28.4;23.665217;20.4;69.173913;40;9.3;1.665217;
2020-05-04;0;1017.03;15.51;28.4;null;18.6;62.55;38;7.2;1.47;
2020-05-05;null;null;null;29.9;null;17.6;78.411765;46;6.7;null;
2020-05-06;null;null;null;null;null;18.9;89;54;4.7;null;
2020-05-07;null;1014.908696;18.613043;28;21.804348;21;82.869565;55;11.9;1.304348;
2020-05-08;null;null;null;26.7;null;18.4;69.764706;47;8.4;null;
2020-05-09;1.2;null;null;24.7;null;18;82;54;6.4;null;
2020-05-10;null;null;null;27.3;null;15.5;82.823529;42;5.3;null;
2020-05-11;null;null;null;null;null;null;null;43;7.7;null;
2020-05-12;null;null;null;null;null;null;81.692308;48;7.6;null;
2020-05-13;null;null;null;null;null;17.5;null;48;4.9;null;
2020-05-14;null;null;null;null;null;null;null;41;6.1;null;
2020-05-15;null;null;null;null;null;null;82.307692;66;8.2;null;
2020-05-16;null;null;null;null;null;null;null;null;null;null;
2020-05-17;null;null;null;null;null;null;null;57;5.1;null;
2020-05-18;null;null;null;null;null;null;null;59;6.1;null;
2020-05-19;null;null;null;null;null;null;null;73;6.1;null;
2020-05-20;null;null;null;null;null;null;null;63;4.8;null;
2020-05-21;null;null;null;null;null;null;71.75;51;5.1;null;
2020-05-22;null;null;null;null;null;null;null;57;7.7;null;
2020-05-23;null;null;null;null;null;null;null;51;8.9;null;
2020-05-24;null;null;null;null;null;null;null;49;8.4;null;
2020-05-25;null;null;null;null;null;null;null;83;3.2;null;
2020-05-26;null;null;null;null;null;null;null;52;6.4;null;
2020-05-27;null;null;null;null;null;null;null;31;6.5;null;
2020-05-28;null;null;null;null;null;null;56.692308;35;6.5;null;
2020-05-29;null;null;null;null;null;null;null;47;5.3;null;
2020-05-30;null;null;null;null;null;null;null;53;6;null;
2020-05-31;null;null;null;null;null;null;null;42;6;null;
2020-06-01;null;null;null;null;null;null;null;36;6.7;null;
2020-06-02;null;null;null;null;null;null;null;31;5.7;null;
2020-06-03;null;null;null;null;null;null;null;57;5.3;null;
2020-06-04;null;null;null;null;null;null;null;51;5.4;null;
2020-06-05;null;null;null;null;null;null;null;58;6.9;null;
2020-06-06;null;null;null;null;null;null;null;34;6;null;
2020-06-07;null;null;null;null;null;null;null;71;4.4;null;
2020-06-08;null;null;null;null;null;null;null;52;4.8;null;
2020-06-09;null;null;null;null;null;null;null;63;5.3;null;
2020-06-10;null;null;null;null;null;null;null;40;6.1;null;
2020-06-11;null;null;null;null;null;null;null;40;5.8;null;
2020-06-12;null;null;null;null;null;null;null;null;null;null;
2020-06-13;null;null;null;null;null;null;null;null;null;null;
2020-06-14;null;null;null;null;null;null;null;54;6;null;
2020-06-15;null;null;null;null;null;null;null;61;7.1;null;
2020-06-16;null;null;null;null;null;null;null;66;8.1;null;
2020-06-17;null;null;null;null;null;null;null;55;8.1;null;
2020-06-18;null;null;null;null;null;null;null;55;4.5;null;
2020-06-19;null;null;null;null;null;null;null;65;4.9;null;
2020-06-20;null;null;null;null;null;null;null;69;4.3;null;
2020-06-21;null;null;null;null;null;null;null;47;7.8;null;
2020-06-22;null;null;null;null;null;null;null;39;5.2;null;
2020-06-23;null;null;null;null;null;null;null;null;null;null;
2020-06-24;null;null;null;null;null;null;null;null;null;null;
2020-06-25;null;null;null;null;null;null;null;null;null;null;
2020-06-26;null;null;null;null;null;null;null;null;null;null;
2020-06-27;null;null;null;null;null;null;null;null;null;null;
2020-06-28;null;null;null;null;null;null;null;null;null;null;
2020-06-29;null;null;null;null;null;null;null;null;null;null;
2020-06-30;null;null;null;null;null;null;null;null;null;null;
2020-07-01;null;null;null;null;null;null;null;null;null;null;
2020-07-02;null;null;null;null;null;null;null;null;null;null;
2020-07-03;null;null;null;null;null;null;null;null;null;null;
2020-07-04;null;null;null;null;null;null;null;null;null;null;
2020-07-05;null;null;null;null;null;null;null;null;null;null;
2020-07-06;null;null;null;null;null;null;null;45;3.7;null;
2020-07-07;null;null;null;null;null;null;null;null;null;null;
2020-07-08;null;null;null;null;null;null;null;null;null;null;
2020-07-09;null;null;null;null;null;null;null;null;null;null;
2020-07-10;null;null;null;null;null;null;null;null;null;null;
2020-07-11;null;null;null;null;null;null;null;51;7;null;
2020-07-12;null;null;null;null;null;null;null;null;null;null;
2020-07-13;null;null;null;null;null;null;null;null;null;null;
2020-07-14;null;null;null;null;null;null;null;null;null;null;
2020-07-15;null;null;null;null;null;null;null;null;null;null;
2020-07-16;null;null;null;null;null;null;null;null;null;null;
2020-07-17;null;null;null;null;null;null;null;null;null;null;
2020-07-18;null;null;null;null;null;null;null;null;null;null;
2020-07-19;null;null;null;null;null;null;null;62;null;null;
2020-07-20;null;null;null;null;null;null;null;64;4.8;null;
2020-07-21;null;null;null;null;null;null;null;63;7.6;null;
2020-07-22;null;null;null;null;null;null;null;null;null;null;
2020-07-23;null;null;null;null;null;null;null;44;5.8;null;
2020-07-24;null;null;null;null;null;null;null;56;7.1;null;
2020-07-25;null;null;null;null;null;null;null;51;6.5;null;
2020-07-26;null;null;null;null;null;null;null;71;5.4;null;
2020-07-27;null;null;null;null;null;null;null;49;6.4;null;
2020-07-28;null;null;null;null;null;null;null;41;8.4;null;
2020-07-29;null;null;null;null;null;null;null;41;8.8;null;
2020-07-30;null;null;null;null;null;null;null;54;7.8;null;
2020-07-31;null;null;null;null;null;null;null;null;null;null;
2020-08-01;null;null;null;null;null;null;null;62;5.7;null;
2020-08-02;null;null;null;null;null;null;null;52;7.2;null;
2020-08-03;null;null;null;null;null;null;null;47;6.5;null;
2020-08-04;null;null;null;null;null;null;null;57;6.9;null;
2020-08-05;null;null;null;null;null;null;null;34;6.5;null;
2020-08-06;null;null;null;null;null;null;null;45;7.1;null;
2020-08-07;null;null;null;null;null;null;null;56;6.7;null;
2020-08-08;null;null;null;null;null;null;null;54;5.5;null;
2020-08-09;null;null;null;null;null;null;null;54;5.9;null;
2020-08-10;null;null;null;null;null;null;null;56;8.3;null;
2020-08-11;null;null;null;null;null;null;null;46;9.7;null;
2020-08-12;null;null;null;null;null;null;null;null;null;null;
2020-08-13;null;null;null;null;null;null;null;43;8.5;null;
2020-08-14;null;null;null;null;null;null;null;41;9.5;null;
2020-08-15;null;null;null;null;null;null;null;41;11;null;
2020-08-16;null;null;null;null;null;null;null;49;8.6;null;
2020-08-17;null;null;null;null;null;null;null;50;9.5;null;
2020-08-18;null;null;null;null;null;null;null;54;8.2;null;
2020-08-19;null;null;null;null;null;null;null;43;10.8;null;
2020-08-20;null;null;null;null;null;null;null;62;8.2;null;
2020-08-21;null;null;null;null;null;null;null;52;10.1;null;
2020-08-22;null;null;null;null;null;null;null;67;10;null;
2020-08-23;null;null;null;null;null;null;null;53;10.4;null;
2020-08-24;null;null;null;null;null;null;null;33;10;null;
2020-08-25;null;null;null;null;null;null;null;35;12.1;null;
2020-08-26;null;null;null;null;null;null;null;46;12.9;null;
2020-08-27;null;null;null;null;null;null;null;53;7.2;null;
2020-08-28;null;null;null;null;null;null;82.75;65;5.8;null;
2020-08-29;1.6;1018.933333;18.875;28.6;22.420833;17.7;81.75;53;8;1.345833;
2020-08-30;.4;1018.341667;19.6875;28.7;23.433333;18.7;80.791667;59;10;1.683333;
2020-08-31;0;1020.417391;19.56087;32.1;24.452174;20.4;76;43;7.8;1.630435;
2020-09-01;0;1023.195833;18.8375;28.5;23.4625;19.6;76.333333;54;6.8;1.475;
2020-09-02;0;1022.095833;18.75;26.8;22.65;19.1;80.041667;59;6;1.2;
2020-09-03;.4;1019.741667;17.791667;28.9;22.6875;17.7;76.291667;47;8.9;1.545833;
2020-09-04;0;1019.817391;16.791304;31.5;23.973913;16.9;68.130435;35;9.4;1.817391;
2020-09-05;0;1020.161905;17.4;31.5;null;16.9;70.952381;35;8.7;1.680952;
2020-09-06;null;1017.986957;18.434783;28.7;23.26087;17.1;76.086957;50;9.2;1.817391;
2020-09-07;0;1015.295652;19.073913;31.1;23.843478;18.4;76.26087;43;10.8;1.843478;
2020-09-08;0;1016.275;18.733333;31.5;24.4125;20.2;71.75;41;11.4;2.233333;
2020-09-09;0;1019.086957;17.856522;29.6;23.495652;18;72.26087;46;9.6;1.756522;
2020-09-10;0;1020.125;16.9;31;23.720833;18.7;68.5;35;9.9;1.8;
2020-09-11;0;null;null;30.6;null;18.4;69.125;42;9.5;null;
2020-09-12;null;1019.241667;18.0625;30.5;24.875;22.4;67.583333;38;10.6;2.4375;
2020-09-13;0;1021.3;18.0625;30;23.841667;18;72.25;41;10.8;1.916667;
2020-09-14;5.8;1021.43913;18.547826;27.9;23.6;20.8;75;49;8.4;1.695652;
2020-09-15;.2;1019.4;17.8625;29.7;23.245833;17.8;73.041667;51;12.6;1.729167;
2020-09-16;0;1019.279167;18.441667;28.5;23.116667;18.9;76.25;49;8.3;1.445833;
2020-09-17;0;1016.204167;16.75;31.6;23.291667;17.5;69.875;38;10.9;2.175;
2020-09-18;0;1014.125;17.158333;32.2;24.583333;19;65.416667;36;12.1;2.204167;
2020-09-19;0;1013.590909;17.981818;32.7;25.668182;21.8;63.909091;38;11.5;2.672727;
2020-09-20;0;1014.5875;18.895833;30.5;25.525;22.3;67.875;46;11.2;1.904167;
2020-09-21;0;1016.295833;19.595833;31;25.075;22.4;72.916667;46;8.3;1.533333;
2020-09-22;0;1017.6;20.05;31.1;24.886364;20.4;76.363636;48;9.4;1.586364;
2020-09-23;24.6;1021.281818;18.672727;23.4;20.740909;19.3;88.318182;72;12.3;2.1;
2020-09-24;null;1021.268182;19.272727;25.9;22.004545;19.8;85.272727;63;6.1;1.109091;
2020-09-25;.8;1019.657143;18.952381;28.6;null;18.6;78.190476;53;8;1.7;
2020-09-26;null;null;null;null;null;18.4;82.692308;56;9.8;null;
2020-09-27;null;null;null;null;null;null;null;30;8;null;
2020-09-28;null;null;null;31.2;null;null;71.066667;48;10.5;null;
2020-09-29;null;null;null;null;null;null;null;47;7.1;null;
2020-09-30;null;null;null;null;null;null;74.416667;52;10.3;null;
2020-10-01;null;null;null;32.7;null;null;64.642857;41;10.5;null;
2020-10-02;null;null;null;null;null;null;null;34;9.5;null;
2020-10-03;null;null;null;null;null;null;null;35;9.8;null;
2020-10-04;null;1015.981818;21.318182;29.4;25.322727;21.9;79.272727;57;8.1;1.477273;
2020-10-05;null;null;null;28.2;null;22.8;80.117647;61;5.9;null;
2020-10-06;null;null;null;null;null;null;null;37;9.9;null;
2020-10-07;null;null;null;29.7;null;null;78.533333;61;6.7;null;
2020-10-08;null;1012.794737;21.768421;31.7;null;22.1;82.789474;57;8;1.4;
2020-10-09;null;null;null;30.9;null;22.8;81.0625;58;7.4;null;
2020-10-10;null;1010.757143;21.947619;26.9;null;23.6;84.857143;72;9.5;1.309524;
2020-10-11;5.2;1017.4;16.173913;26.3;22.356522;21.1;69.304348;42;12.1;1.830435;
2020-10-12;null;1019.335;17.905;22.9;null;17.7;88;74;4.4;.73;
2020-10-13;null;1017.118182;19.909091;26.6;22.5;20.1;85.909091;67;5.6;1.181818;
2020-10-14;null;null;null;null;null;22.4;null;48;8.1;null;
2020-10-15;null;1014.370833;20.25;28.7;25.225;23;74.5;58;9.4;1.741667;
2020-10-16;0;1017.841667;17.570833;28.3;23.470833;21.9;70.125;53;9.4;1.670833;
2020-10-17;.8;1018.929167;16.679167;25.7;22.220833;19.3;71.541667;52;6.6;1.295833;
2020-10-18;1.4;1017.917391;17.982609;26.6;21.882609;19.2;79.956522;54;7.3;1.334783;
2020-10-19;null;1017.983333;19.383333;25.4;null;19.6;82.777778;66;7;1.494444;
2020-10-20;null;null;null;24.1;null;20.3;90.071429;80;4;null;
2020-10-21;null;1017.036364;20.031818;30.6;23.677273;19.4;81.318182;51;7.3;1.354545;
2020-10-22;null;null;null;null;null;null;76.466667;69;7.6;null;
2020-10-23;1.6;1018.904545;18.809091;26;22.327273;20.2;81.045455;62;5.8;1.163636;
2020-10-24;null;null;null;null;null;null;null;80;7.8;null;
2020-10-25;null;null;null;25.2;null;null;92.058824;79;4.6;null;
2020-10-26;null;1008.384211;19.5;29.4;null;19.4;73.578947;55;13.8;2.026316;
2020-10-27;.2;1007.278947;19.178947;28.1;null;19.2;75.947368;58;8.1;1.821053;
2020-10-28;null;1006.694444;22.416667;33.9;null;24.1;70.166667;51;11.2;2.683333;
2020-10-29;null;null;null;33.1;null;25.6;69.642857;55;11.7;null;
2020-10-30;null;1012.472222;21.833333;30.9;null;null;76.444444;57;9.2;2.322222;
2020-10-31;53.8;null;null;24;null;21;91.375;86;8.9;null;
2020-11-01;null;1011.688889;17.288889;25.6;null;null;74;53;10.5;1.922222;
2020-11-02;.2;1013.982609;14.43913;27.1;21.917391;19.1;63.173913;47;10;2.247826;
2020-11-03;0;1015.7125;16.095833;24.7;21.0875;18;74.25;53;4.5;.870833;
2020-11-04;0;1015.204167;17.495833;24.4;21.466667;18.9;78.416667;62;5;.979167;
2020-11-05;0;1013.78;18.785;28.4;null;19;77.4;52;8.1;1.53;
2020-11-06;null;null;null;null;null;null;75.833333;55;7.7;null;
2020-11-07;0;1018.263636;19.85;27.6;24.15;20.9;77.772727;57;6.8;1.490909;
2020-11-08;null;null;null;32.5;null;20.7;78.9375;50;9.3;null;
2020-11-09;null;null;null;null;null;23.6;69.076923;48;8.9;null;
2020-11-10;null;null;null;null;null;null;null;45;9.5;null;
2020-11-11;null;null;null;33.3;null;22.2;63.411765;39;10.7;null;
2020-11-12;null;null;null;null;null;null;64.5;43;10.6;null;
2020-11-13;null;null;null;null;null;null;null;59;7.4;null;
2020-11-14;null;null;null;null;null;null;77.833333;54;7.2;null;
2020-11-15;null;null;null;28.9;null;23.4;87.466667;70;5;null;
2020-11-16;null;null;null;null;null;null;78.933333;58;7.6;null;
2020-11-17;null;1006.573913;22.004348;35.4;27.23913;22;74.913043;42;8.2;1.391304;
2020-11-18;0;1009.436364;21.522727;30.1;26.65;24.1;73.954545;57;8.1;1.572727;
2020-11-19;null;null;null;33.7;null;23.6;72.25;49;9.4;null;
2020-11-20;null;1010.12381;20.119048;26.8;null;22.7;79.095238;65;11.5;2.142857;
2020-11-21;1.2;1014.091667;17.9625;29.3;24.7625;20.7;67;47;8.6;1.758333;
2020-11-22;0;1016.745833;19.0625;28.2;24.825;22.3;70.833333;56;7.3;1.716667;
2020-11-23;12.2;null;null;25.2;null;20.9;91.0625;77;4;null;
2020-11-24;null;null;null;null;null;null;91.266667;72;5.8;null;
2020-11-25;47;null;null;28.1;null;21.3;89.642857;63;6.9;null;
2020-11-26;null;null;null;null;null;null;null;55;7.8;null;
2020-11-27;null;null;null;null;null;null;null;66;4.4;null;
2020-11-28;null;1019.345;20.95;28.5;null;null;83.1;60;7.8;1.57;
2020-11-29;null;1018.872222;20.811111;29.6;null;21.7;81.111111;49;7.8;1.355556;
2020-11-30;null;null;null;null;null;null;null;43;9.1;null;
