Nome: VENDA NOVA DO IMIGRANTE
Codigo Estacao: A633
Latitude: -20.38555555
Longitude: -41.18999999
Altitude: 722
Situacao: Operante
Data Inicial: 2020-01-01
Data Final: 2023-03-31
Periodicidade da Medicao: Diaria

Data Medicao;PRECIPITACAO TOTAL, DIARIO (AUT)(mm);PRESSAO ATMOSFERICA MEDIA DIARIA (AUT)(mB);TEMPERATURA DO PONTO DE ORVALHO MEDIA DIARIA (AUT)(°C);TEMPERATURA MAXIMA, DIARIA (AUT)(°C);TEMPERATURA MEDIA, DIARIA (AUT)(°C);TEMPERATURA MINIMA, DIARIA (AUT)(°C);UMIDADE RELATIVA DO AR, MEDIA DIARIA (AUT)(%);UMIDADE RELATIVA DO AR, MINIMA DIARIA (AUT)(%);VENTO, RAJADA MAXIMA DIARIA (AUT)(m/s);VENTO, VELOCIDADE MEDIA DIARIA (AUT)(m/s);
2020-01-21;39;929.9125;17.679167;22.9;19.479167;17.6;89.5;74;5;.9;
2020-01-22;21.2;929.141667;17.941667;27.6;21.079167;17.3;83.166667;61;6.3;.941667;
2020-01-23;6;928.345833;19.2625;23.9;21.079167;19.6;89.541667;73;6;.720833;
2020-01-24;21.6;925.775;18.866667;23;21.4125;20.2;85.708333;76;10.2;1.829167;
2020-01-25;113.8;928.320833;18.933333;26.2;21.35;18.7;86.666667;68;7.5;1.4625;
2020-01-26;17.4;931.6625;17.975;27.9;21.320833;17.8;82.333333;54;5.4;.854167;
2020-01-27;0;932.341667;19.179167;26.4;21.958333;18.8;84.833333;65;6;.854167;
2020-01-28;0;932.866667;19.358333;29;23.241667;19.3;80.125;55;7.8;1.445833;
2020-01-29;.2;934.195833;19.9125;30.3;24.2125;21.2;78.583333;50;7.5;1.354167;
2020-01-30;0;934.758333;19.820833;31.4;24.591667;20.1;76.916667;49;7.3;1.433333;
2020-01-31;0;934.1875;19.508333;29;23.483333;18.9;79.75;56;7.6;1.2875;
2020-02-01;0;933.225;19.7125;33.5;24.4625;18.7;77.375;37;5.8;.941667;
2020-02-02;1;933.891667;19.708333;31.3;23.35;20.4;81.333333;53;5.9;.879167;
2020-02-03;0;933.795833;19.541667;32.3;24.825;20.3;75;40;5.7;1.029167;
2020-02-04;0;933.983333;17.983333;30;23.345833;18.1;73.875;45;7.6;1.279167;
2020-02-05;0;933.758333;18.1875;30.7;23.266667;19.3;76.041667;38;5.6;.854167;
2020-02-06;3.2;934.65;18.9375;25.7;21.470833;18.1;86;64;4.7;.7875;
2020-02-07;2.4;933.745833;18.941667;26.2;20.979167;19.2;88.5;63;5.6;.725;
2020-02-08;16;933.508333;18.0875;30.5;23.054167;18.4;76.083333;42;5.6;1;
2020-02-09;.2;933.908333;18.266667;30.7;23.958333;19.8;73;41;9.3;1.295833;
2020-02-10;14.2;934.204167;18.85;31.8;23.683333;19.1;77.041667;38;9;.945833;
2020-02-11;3.6;933.804167;20.141667;28;22.233333;19;88.166667;64;7.9;.891667;
2020-02-12;12.6;933.841667;19.6875;25;21.704167;19.9;88.666667;68;4.3;.729167;
2020-02-13;1.8;934.045833;18.770833;22;20.1875;20;91.625;83;6.1;.675;
2020-02-14;4.6;934.1125;18.0375;29.8;21.925;16.8;80.708333;48;6.4;1.145833;
2020-02-15;48.6;933.85;18.541667;30.5;23.179167;18.6;77.791667;45;7.6;1.125;
2020-02-16;0;933.625;18.479167;29.8;23.5;19.1;75.708333;48;8.9;1.2;
2020-02-17;0;934.229167;17.570833;30.1;24.420833;20.9;67.166667;43;6.8;1.595833;
2020-02-18;0;935.0125;16.466667;30.7;23.920833;18.8;65.625;35;7.5;1.516667;
2020-02-19;0;932.883333;16.045833;30.8;22.566667;16.6;70.458333;37;8;1.275;
2020-02-20;0;931.795833;17.708333;31;23.533333;18.2;72.625;42;6.8;1.3;
2020-02-21;.2;931.479167;18.75;32.4;23.733333;19.2;76.166667;41;7;1.170833;
2020-02-22;23;932.3;19.520833;29.8;22.55;19.3;84.166667;53;6.4;.995833;
2020-02-23;26.8;936.366667;16.808333;22;18.5125;17;89.875;83;5.5;.904167;
2020-02-24;.2;935.841667;17.566667;26.4;20.154167;17.3;85.791667;65;4.8;.9875;
2020-02-25;1.8;933.925;18.854167;29.7;23.1;18.8;79;52;7;1.041667;
2020-02-26;0;930.879167;19.883333;31;24.175;19.6;78.833333;49;8.8;1.304167;
2020-02-27;0;931.033333;19.7375;29.6;23.4625;21.1;80.666667;50;5.6;1.091667;
2020-02-28;77.6;935.416667;18.404167;21.3;19.691667;18.8;92.208333;86;4.6;.679167;
2020-02-29;4.6;935.3625;18.9;27.4;21.629167;19.4;85.375;61;5.1;.8;
2020-03-01;1.8;934.083333;18.775;28.2;21.7375;19.2;84.375;54;5.9;1.033333;
2020-03-02;42.2;934.291667;17.45;23;19.158333;17.4;89.833333;75;5.4;.795833;
2020-03-03;4.2;933.025;18.266667;25.2;21.216667;18.7;84.041667;60;7.2;.85;
2020-03-04;.6;932.954167;19.4875;25.6;21.979167;19.6;86.25;68;5.3;.766667;
2020-03-05;1.6;933.9625;18.458333;26.5;20.866667;18.3;86.75;65;5.9;.933333;
2020-03-06;5.8;934.345833;16.741667;22.8;19.1125;17;86.583333;67;4.1;.683333;
2020-03-07;2.2;933.741667;16.170833;19.6;17.775;17.4;90.458333;79;5.1;.641667;
2020-03-08;3.8;934.2625;16.175;24.2;18.970833;15.1;84.625;61;4.4;.7625;
2020-03-09;5.2;935.579167;18.308333;25.9;20.633333;18.3;87.041667;62;4.6;.758333;
2020-03-10;2.4;935.504167;18.245833;26.8;21.141667;18.4;84.208333;61;5.6;.9375;
2020-03-11;0;934.7875;17.233333;26.5;20.858333;16.9;80.666667;58;7;.958333;
2020-03-12;.6;935.425;18.233333;25.2;20.541667;17.3;86.875;70;4.8;.8375;
2020-03-13;.8;935.575;19.641667;27.9;21.920833;19;87.458333;59;4.2;.629167;
2020-03-14;11.2;936.241667;19.0875;29.4;21.916667;19;85.291667;45;6.3;.666667;
2020-03-15;46;935.666667;17.0125;29.5;21.333333;15.1;79.041667;46;6.2;.966667;
2020-03-16;.2;934.570833;16.366667;29.8;22.15;16.4;73.958333;37;6.7;1.104167;
2020-03-17;.2;933.954167;16.895833;30.7;22.258333;16.7;75.333333;34;7.1;.804167;
2020-03-18;.2;934.0375;18.645833;28.9;22.3625;18.8;81.333333;50;6.3;.820833;
2020-03-19;31;931.554167;18.070833;29.9;22.633333;17;78;47;6.6;1.05;
2020-03-20;0;928.7375;19.5;31.3;23.970833;19.6;78.166667;47;6.8;1.133333;
2020-03-21;23.2;930.066667;19.920833;25.9;21.9375;20.6;88.625;69;4.6;.708333;
2020-03-22;7.6;934.291667;17.608333;21;19.220833;18;90.458333;83;5.5;.879167;
2020-03-23;4.6;936.745833;16.1875;21.9;18.845833;17;84.958333;66;6;.891667;
2020-03-24;.2;936.629167;14.745833;24.9;18.745833;14.9;79.125;50;6.3;.925;
2020-03-25;.2;935.4125;14.325;24.8;18.679167;14.1;78;50;4.9;.704167;
2020-03-26;0;935.129167;14.658333;25.7;18.8875;14.7;78.583333;38;5.5;.758333;
2020-03-27;0;935.3375;15.383333;26;19.404167;14.1;79.375;53;5.3;.775;
2020-03-28;0;936.416667;16.883333;27.6;21.1125;16.1;78.541667;51;5.7;.945833;
2020-03-29;0;936.7375;18.25;27.9;22.033333;16.8;80.5;56;5.9;.891667;
2020-03-30;0;935.295238;19.014286;29.3;null;19.9;79.047619;52;6.5;1.090476;
2020-03-31;null;933.804348;19.817391;28.2;22.486957;19.3;85.478261;59;3.9;.73913;
2020-04-01;.2;934.320833;19.7375;25.1;21.854167;20.3;88.041667;65;5.3;.754167;
2020-04-02;3.6;934.2375;19.491667;27.5;22.254167;19.8;85.125;62;6.7;.970833;
2020-04-03;1.8;928.875;19.725;31.3;24.183333;20.5;78.208333;47;7.4;1.375;
2020-04-04;7.2;930.5125;18.920833;24.1;21.029167;18.7;87.958333;73;5.5;1.008333;
2020-04-05;.2;935.3125;17.2375;21.9;19.325;17.9;87.875;75;3.9;.708333;
2020-04-06;.2;935.525;17.658333;27.8;21.408333;17.9;80.625;55;6.2;1.175;
2020-04-07;.2;933.170833;18.35;29.2;22.308333;17;80.041667;53;8.2;1.254167;
2020-04-08;26.8;933.475;18.120833;22.6;19.670833;19.2;90.708333;79;5.4;null;
2020-04-09;5.2;933.75;16.229167;20.7;17.983333;16.7;89.666667;78;null;null;
2020-04-10;2.6;933.954167;17.070833;24;19.2625;16.7;87.5;68;null;null;
2020-04-11;.2;934.0625;18.320833;25.2;20.9625;18.7;85.625;66;null;null;
2020-04-12;6.6;936.25;16.083333;20.2;17.391667;16.3;92.041667;88;null;null;
2020-04-13;1;936.541667;15.8375;22.9;18.35;16;85.666667;67;null;null;
2020-04-14;null;null;null;26.1;null;17.9;74.066667;50;5.8;null;
2020-04-15;null;null;null;null;null;null;76.466667;57;6.8;null;
2020-04-16;0;936.531818;18.709091;29;22.4;17.6;81.545455;48;6;.813636;
2020-04-17;7.2;938.558333;17.8125;21.8;19.829167;19;88.333333;77;4.1;.85;
2020-04-18;1.2;939.073913;15.926087;21.8;18.3;16.9;86.347826;66;5.2;.965217;
2020-04-19;null;null;null;null;null;null;72.75;54;6;null;
2020-04-20;null;null;null;null;null;null;null;55;5.7;null;
2020-04-21;null;null;null;null;null;null;null;51;6.3;null;
2020-04-22;null;null;null;null;null;null;null;37;5;null;
2020-04-23;null;null;null;null;null;null;null;47;6;null;
2020-04-24;null;null;null;null;null;null;null;47;6;null;
2020-04-25;null;null;null;null;null;null;null;62;4.3;null;
2020-04-26;null;null;null;null;null;null;null;53;6.8;null;
2020-04-27;null;null;null;null;null;null;null;61;5;null;
2020-04-28;null;null;null;null;null;null;null;52;5.6;null;
2020-04-29;null;null;null;null;null;null;null;55;5.9;null;
2020-04-30;null;null;null;null;null;null;null;41;6.4;null;
2020-05-01;null;null;null;null;null;null;null;38;6.2;null;
2020-05-02;null;null;null;null;null;null;null;37;7.3;null;
2020-05-03;null;null;null;null;null;null;null;52;4.9;null;
2020-05-04;null;null;null;null;null;null;null;48;4.6;null;
2020-05-05;null;null;null;null;null;null;null;53;8.6;null;
2020-05-06;null;null;null;null;null;null;null;53;7.6;null;
2020-05-07;null;null;null;null;null;null;null;null;null;null;
2020-05-08;null;null;null;null;null;null;null;68;4.1;null;
2020-05-09;null;null;null;null;null;null;null;54;4.6;null;
2020-05-10;null;null;null;null;null;null;null;51;5.5;null;
2020-05-11;null;null;null;null;null;null;null;55;6.3;null;
2020-05-12;null;null;null;null;null;null;null;44;5.6;null;
2020-05-13;null;null;null;null;null;null;null;59;7.1;null;
2020-05-14;null;null;null;null;null;null;null;46;5.8;null;
2020-05-15;null;null;null;null;null;null;null;null;null;null;
2020-05-16;null;null;null;null;null;null;null;null;null;null;
2020-05-17;null;null;null;null;null;null;null;58;4.1;null;
2020-05-18;null;null;null;null;null;null;null;48;5.2;null;
2020-05-19;null;null;null;null;null;null;null;71;3.9;null;
2020-05-20;null;null;null;null;null;null;null;63;3.4;null;
2020-05-21;null;null;null;null;null;null;null;46;4.5;null;
2020-05-22;null;null;null;null;null;null;null;56;7.3;null;
2020-05-23;null;null;null;null;null;null;null;53;7.4;null;
2020-05-24;null;null;null;null;null;null;null;49;6.7;null;
2020-05-25;null;null;null;null;null;null;null;74;7.9;null;
2020-05-26;null;null;null;null;null;null;null;23;5.9;null;
2020-05-27;null;null;null;null;null;null;null;33;5.4;null;
2020-05-28;null;null;null;null;null;null;null;43;6;null;
2020-05-29;null;null;null;null;null;null;null;50;4.9;null;
2020-05-30;null;null;null;null;null;null;null;47;7.5;null;
2020-05-31;null;null;null;null;null;null;null;42;6.4;null;
2020-06-01;null;null;null;null;null;null;null;44;5.5;null;
2020-06-02;null;null;null;null;null;null;null;35;6.1;null;
2020-06-03;null;null;null;null;null;null;null;45;4.6;null;
2020-06-04;null;null;null;null;null;null;null;57;4.1;null;
2020-06-05;null;null;null;null;null;null;null;46;3.5;null;
2020-06-06;null;null;null;null;null;null;null;52;6.5;null;
2020-06-07;null;null;null;null;null;null;null;50;4.6;null;
2020-06-08;null;null;null;null;null;null;null;46;5.6;null;
2020-06-09;null;null;null;null;null;null;null;20;4.1;null;
2020-06-10;null;null;null;null;null;null;null;45;6.1;null;
2020-06-11;null;null;null;null;null;null;null;48;6;null;
2020-06-12;null;null;null;null;null;null;null;37;4.9;null;
2020-06-13;null;null;null;null;null;null;null;37;5.8;null;
2020-06-14;null;null;null;null;null;null;null;49;7.2;null;
2020-06-15;null;null;null;null;null;null;null;84;4.7;null;
2020-06-16;null;null;null;null;null;null;null;null;null;null;
2020-06-17;null;null;null;null;null;null;null;77;5.8;null;
2020-06-18;null;null;null;null;null;null;null;47;5.3;null;
2020-06-19;null;null;null;null;null;null;null;57;5.4;null;
2020-06-20;null;null;null;null;null;null;null;49;7.5;null;
2020-06-21;null;null;null;null;null;null;null;49;7.5;null;
2020-06-22;null;null;null;null;null;null;null;24;3.4;null;
2020-06-23;null;null;null;null;null;null;null;28;5;null;
2020-06-24;null;null;null;null;null;null;null;33;8.8;null;
2020-06-25;null;null;null;null;null;null;null;43;7.5;null;
2020-06-26;null;null;null;null;null;null;null;36;5.4;null;
2020-06-27;null;null;null;null;null;null;null;42;9.2;null;
2020-06-28;null;null;null;null;null;null;null;77;3.9;null;
2020-06-29;null;null;null;null;null;null;null;88;null;null;
2020-06-30;null;null;null;null;null;null;null;68;3.1;null;
2020-07-01;null;null;null;null;null;null;null;53;8.7;null;
2020-07-02;null;null;null;null;null;null;null;55;3.2;null;
2020-07-03;null;null;null;null;null;null;null;60;8.7;null;
2020-07-04;null;null;null;null;null;null;null;73;3.4;null;
2020-07-05;null;null;null;null;null;null;null;65;5.1;null;
2020-07-06;null;null;null;null;null;null;null;39;4.3;null;
2020-07-07;null;null;null;null;null;null;null;23;7.4;null;
2020-07-08;null;null;null;null;null;null;null;30;8;null;
2020-07-09;null;null;null;null;null;null;null;33;5.1;null;
2020-07-10;null;null;null;null;null;null;null;null;null;null;
2020-07-11;null;null;null;null;null;null;null;42;7.5;null;
2020-07-12;null;null;null;null;null;null;null;30;8.8;null;
2020-07-13;null;null;null;null;null;null;null;33;4.8;null;
2020-07-14;null;null;null;null;null;null;null;25;6;null;
2020-07-15;null;null;null;null;null;null;null;null;null;null;
2020-07-16;null;null;null;null;null;null;null;null;null;null;
2020-07-17;null;null;null;null;null;null;null;43;4.5;null;
2020-07-18;null;null;null;null;null;null;null;56;null;null;
2020-07-19;null;null;null;null;null;null;null;59;4.8;null;
2020-07-20;null;null;null;null;null;null;null;50;4.4;null;
2020-07-21;null;null;null;null;null;null;null;45;8.1;null;
2020-07-22;null;null;null;null;null;null;null;35;5.2;null;
2020-07-23;null;null;null;null;null;null;null;29;5.1;null;
2020-07-24;null;null;null;null;null;null;null;66;5.9;null;
2020-07-25;null;null;null;null;null;null;null;42;6.5;null;
2020-07-26;null;null;null;null;null;null;null;49;5.3;null;
2020-07-27;null;null;null;null;null;null;null;37;5.7;null;
2020-07-28;null;null;null;null;null;null;null;36;6.2;null;
2020-07-29;null;null;null;null;null;null;null;28;6.8;null;
2020-07-30;null;null;null;null;null;null;null;48;5.7;null;
2020-07-31;null;null;null;null;null;null;null;null;null;null;
2020-08-01;null;null;null;null;null;null;null;62;4.6;null;
2020-08-02;null;null;null;null;null;null;null;50;6.7;null;
2020-08-03;null;null;null;null;null;null;null;42;6.3;null;
2020-08-04;null;null;null;null;null;null;null;55;4.8;null;
2020-08-05;null;null;null;null;null;null;null;49;6.2;null;
2020-08-06;null;null;null;null;null;null;null;40;5.2;null;
2020-08-07;null;null;null;null;null;null;null;41;6.8;null;
2020-08-08;null;null;null;null;null;null;null;32;5.2;null;
2020-08-09;null;null;null;null;null;null;null;39;3.6;null;
2020-08-10;null;null;null;null;null;null;null;33;5.4;null;
2020-08-11;null;null;null;null;null;null;null;41;7;null;
2020-08-12;null;null;null;null;null;null;null;51;7.2;null;
2020-08-13;null;null;null;null;null;null;null;46;8;null;
2020-08-14;null;null;null;null;null;null;null;42;6.5;null;
2020-08-15;null;null;null;null;null;null;null;36;11.1;null;
2020-08-16;null;null;null;null;null;null;null;37;6.9;null;
2020-08-17;null;null;null;null;null;null;null;48;6.8;null;
2020-08-18;null;null;null;null;null;null;null;42;7.9;null;
2020-08-19;null;null;null;null;null;null;null;43;8.8;null;
2020-08-20;null;null;null;null;null;null;null;56;6.2;null;
2020-08-21;null;null;null;null;null;null;null;null;null;null;
2020-08-22;null;null;null;null;null;null;null;null;null;null;
2020-08-23;null;null;null;null;null;null;null;76;4.8;null;
2020-08-24;null;null;null;null;null;null;null;41;7.7;null;
2020-08-25;null;null;null;null;null;null;null;39;7.9;null;
2020-08-26;null;null;null;null;null;null;null;61;6.9;null;
2020-08-27;null;null;null;null;null;null;null;74;4.8;null;
2020-08-28;null;null;null;null;null;null;null;49;5.7;null;
2020-08-29;null;null;null;null;null;null;null;43;8.1;null;
2020-08-30;null;null;null;null;null;null;null;40;10.3;null;
2020-08-31;null;null;null;null;null;null;null;40;7.3;null;
2020-09-01;null;null;null;null;null;null;null;55;5.4;null;
2020-09-02;0;940.208333;14.808333;26.2;18.925;14.9;78.708333;47;5;.7375;
2020-09-03;0;938.191667;11.45;26.3;17.866667;10.3;70.916667;36;8.9;1.391667;
2020-09-04;0;938.616667;11.470833;28.4;18.654167;11.4;68.375;30;9.3;1.354167;
2020-09-05;0;938.908333;12.775;28.9;18.441667;10.8;73.5;35;5.7;.825;
2020-09-06;.2;936.845833;11.045833;27.7;18.175;10.6;69.041667;32;8;1.258333;
2020-09-07;0;934.479167;12.179167;30.1;19.2625;11.1;69.208333;30;6.3;.975;
2020-09-08;0;934.983333;12.870833;29.7;19.904167;12.9;69.166667;27;6.5;.991667;
2020-09-09;0;937.379167;14.1375;29.9;19.416667;12;75.083333;36;5.2;.920833;
2020-09-10;0;938.475;13.258333;27.7;19.495833;13.9;71.333333;35;6.1;1.304167;
2020-09-11;.2;936.058333;12.658333;30.5;19.670833;11.5;69.166667;26;5.3;.841667;
2020-09-12;0;937.591667;13.629167;29.2;19.754167;13.1;71.458333;35;6.6;1.170833;
2020-09-13;0;939.3;11.4;27.7;19.025;12.2;66.291667;27;8;1.5;
2020-09-14;0;939.741667;13.933333;27.3;20.2875;15.4;69.75;41;8.7;1.479167;
2020-09-15;0;938.541667;13.570833;26.7;18.904167;12.2;73.791667;41;6.5;.979167;
2020-09-16;0;937.720833;12.779167;27.7;19.95;14.7;67.791667;29;6.5;.891667;
2020-09-17;0;935.120833;12.3625;28.7;19.508333;12;68.291667;34;6.8;1.208333;
2020-09-18;0;933.354167;12.316667;31.6;21.0125;12.8;64;26;6.3;1.183333;
2020-09-19;0;932.904167;14.616667;31;21.316667;14.1;69.458333;35;7;1.220833;
2020-09-20;0;933.833333;15.7;28.5;21.058333;14.9;73.708333;46;7.5;1.104167;
2020-09-21;0;935.583333;15.729167;28.8;21.470833;16.9;72.25;39;7.9;1.195833;
2020-09-22;0;936.945833;17.183333;26.4;20.9125;18.3;80.5;48;6.6;1.016667;
2020-09-23;13.4;940.875;14.941667;19;16.558333;14.8;90.25;81;6;1.383333;
2020-09-24;13.2;939.566667;16.395833;24.9;19.058333;15.9;85.166667;60;4.7;.841667;
2020-09-25;0;937.825;14.691667;27.9;20.525;15;72.625;37;7.1;1.404167;
2020-09-26;0;935.25;13.545833;28.8;20.091667;14;70.541667;32;7.5;1.291667;
2020-09-27;0;933.041667;14.054167;31.3;21.329167;13.9;67.958333;32;8.4;1.391667;
2020-09-28;0;931.983333;14.2125;35.4;24.054167;15.3;62.25;18;5.9;.920833;
2020-09-29;0;935.058333;17.35;31.8;23.258333;16.7;73.166667;38;6;1.158333;
2020-09-30;0;935.85;15.966667;32.5;23.983333;17.3;66.375;27;6.3;1.170833;
2020-10-01;0;934.1125;15.1875;32.2;23.175;16.3;65.916667;28;8.1;1.308333;
2020-10-02;0;933.266667;14.233333;33.3;23.354167;15.7;62.791667;23;7.5;1.329167;
2020-10-03;0;932.854167;14.604167;36.5;24.141667;14.8;62.333333;18;6.6;.929167;
2020-10-04;0;936.116667;17.958333;28.1;22.558333;20;76.041667;50;6.9;1.4125;
2020-10-05;.6;936.183333;17.475;28.2;22.066667;19.1;76.833333;51;6.3;1.0625;
2020-10-06;0;933.645833;16.516667;32.9;23.4125;16.2;69.166667;37;6.2;1.341667;
2020-10-07;0;933.691667;18.85;35;24.525;18.1;73.208333;39;5.6;.970833;
2020-10-08;0;933.129167;18.454167;30.5;22.791667;17.7;78.291667;45;6.6;.979167;
2020-10-09;.8;931;18.720833;33.5;24.395833;19.5;74.291667;34;8.2;1.375;
2020-10-10;2.2;930.804167;18.783333;26.9;21.5625;20;84.666667;59;8.7;1.175;
2020-10-11;1;936.45;12.716667;19.3;15.9;15;82.291667;56;6.5;.933333;
2020-10-12;40.6;937.545833;14.041667;20.6;16.316667;13;86.875;70;3.6;.65;
2020-10-13;0;935.570833;16.383333;22.7;19.433333;17;83.166667;68;6.3;1.333333;
2020-10-14;.2;933.541667;17.475;28.4;22.833333;17.8;72.958333;49;8.8;1.804167;
2020-10-15;0;933.9375;18.2;29.5;21.770833;17.7;81.625;54;7.8;.9375;
2020-10-16;3.8;937.1;15.566667;19.9;17.4625;16.9;88.75;76;3.9;.741667;
2020-10-17;11.8;937.808333;14.341667;17.5;15.958333;15.1;90;82;4.4;.625;
2020-10-18;.8;936.420833;15.0875;19.7;16.945833;15.1;89.041667;72;3.5;.5625;
2020-10-19;4.2;936.129167;14.866667;24.8;18.929167;15;78.875;49;6;.854167;
2020-10-20;1;936.508333;16.1875;22;18.529167;16.4;86.666667;66;5.4;.754167;
2020-10-21;5.6;936.125;16.970833;25.7;20.2;16.2;82.875;57;5.6;.8125;
2020-10-22;1.8;937.183333;16.95;23.2;19.045833;18.3;88;63;6.1;.8375;
2020-10-23;3.2;937.4;15.666667;22.2;17.908333;15.9;87.166667;61;3.6;.6;
2020-10-24;2.4;934.091667;17.3375;24.3;19.633333;17.2;87;62;5.9;.779167;
2020-10-25;10.8;929.725;17.866667;21.6;19.3625;18.4;91;80;5.7;.679167;
2020-10-26;15.6;929.016667;16.770833;25.2;19.470833;17.3;85;58;6.2;1.05;
2020-10-27;0;927.170833;16.7125;29.4;21.3875;15.1;76.958333;47;7.1;1.125;
2020-10-28;0;927.216667;18.366667;33.7;25.304167;19.6;68.375;33;9;1.4625;
2020-10-29;0;930.208333;19.204167;31.8;25.245833;21.1;70.5;45;9;1.804167;
2020-10-30;3.8;932.166667;19.695833;28;23;20.5;82.541667;56;6.3;1.183333;
2020-10-31;69.4;932.508333;17.0625;21.4;18.729167;18.1;90.041667;81;4.8;.9375;
2020-11-01;17.8;931.666667;14.183333;19.4;17.075;15.8;83.458333;69;6.7;1.225;
2020-11-02;0;932.933333;11.570833;22.6;16.245833;11;75.291667;49;7.1;1.166667;
2020-11-03;0;933.929167;12.466667;21.1;16.65;12;77.166667;58;5.3;.9625;
2020-11-04;0;933.758333;13.770833;19.4;17.008333;15;81.458333;71;7.4;.979167;
2020-11-05;0;932.582609;15.286957;27.2;20.008696;15;76.652174;43;5.4;1.021739;
2020-11-06;0;933.354167;16.816667;26.7;20.6875;18.3;79.791667;53;7.2;1.258333;
2020-11-07;.4;936.883333;17.066667;29.6;20.920833;16.8;80.875;44;7.3;1.345833;
2020-11-08;0;936.15;17.125;29.7;23.020833;17.9;71.916667;42;8;1.445833;
2020-11-09;0;934.729167;17.566667;30.5;23.183333;17.8;73.291667;42;5.8;1.004167;
2020-11-10;0;934.241667;17.8375;30.1;22.416667;17.3;77.541667;44;6.5;1.35;
2020-11-11;1.2;933.1875;17.704167;28.3;22.395833;18.4;76.5;49;7.9;1.283333;
2020-11-12;0;932.108333;17.933333;24.4;21.154167;19.4;82.416667;61;7.9;1.05;
2020-11-13;12.2;932.0625;18.008333;23.7;20.358333;18.7;86.75;66;7.5;.833333;
2020-11-14;1.8;931.916667;18.608333;24.5;20.816667;18.8;87.708333;70;5.3;.695833;
2020-11-15;8;931.670833;19.325;27.8;21.583333;19.1;87.5;59;5.8;.733333;
2020-11-16;6.2;929.7375;18.541667;31;21.825;17.1;83.666667;43;8.8;.975;
2020-11-17;9;927.983333;19.154167;32.1;23.3125;19.5;80;45;10.8;1.279167;
2020-11-18;33.4;930.056522;19.047826;26;21.326087;18.5;87.130435;67;4.8;.813043;
2020-11-19;3;928.3125;19.133333;28.4;22.416667;19.6;82.666667;56;8.7;1.1375;
2020-11-20;3.8;929.93913;17.395652;22.6;20.078261;19.3;84.826087;69;7.1;1.226087;
2020-11-21;1.2;933.558333;15.666667;21.8;18.1875;16.1;85.666667;68;4.5;.775;
2020-11-22;.6;935.643478;16.86087;25.3;19.478261;16.9;85.565217;60;6.5;.83913;
2020-11-23;19.2;937.370833;17.1;21.2;18.820833;17.1;89.916667;78;4.4;.65;
